,carat,price,cut
23740,0.28,828,Ideal
23741,1.52,10623,Premium
23742,0.3,880,Very Good
23743,0.8,3030,Ideal
23744,2.05,14973,Premium
23745,2.0,13263,Ideal
23746,1.12,9030,Ideal
23747,0.53,2247,Ideal
23748,1.07,4918,Ideal
23749,1.14,5047,Premium
23750,0.7,2230,Premium
23751,0.41,1056,Ideal
23752,0.7,2010,Premium
23753,1.58,12459,Very Good
23754,0.7,2337,Good
23755,0.42,1310,Ideal
23756,0.32,645,Very Good
23757,1.01,4442,Premium
23758,0.7,1415,Premium
23759,0.77,3176,Ideal
23760,1.52,16779,Premium
23761,1.26,9158,Very Good
23762,0.38,866,Ideal
23763,1.01,6330,Premium
23764,1.56,17108,Ideal
23765,0.3,590,Ideal
23766,1.1,4250,Ideal
23767,0.51,1250,Premium
23768,0.76,2847,Premium
23769,0.54,1774,Ideal
23770,1.0,4816,Premium
23771,2.52,10076,Fair
23772,1.0,6664,Ideal
23773,2.03,14646,Fair
23774,0.41,892,Good
23775,0.52,2362,Ideal
23776,1.7,9996,Premium
23777,1.08,4627,Premium
23778,1.15,10757,Ideal
23779,0.36,568,Ideal
23780,1.23,7313,Ideal
23781,0.32,505,Ideal
23782,1.01,5000,Very Good
23783,0.4,1035,Ideal
23784,1.0,5621,Very Good
23785,0.33,1002,Ideal
23786,0.71,2776,Ideal
23787,0.7,2074,Good
23788,1.53,15505,Premium
23789,0.73,2841,Ideal
23790,1.04,5321,Ideal
23791,1.51,14205,Very Good
23792,1.1,5914,Very Good
23793,0.54,1600,Premium
23794,0.53,1316,Ideal
23795,0.42,1235,Ideal
23796,0.43,765,Very Good
23797,0.9,3770,Ideal
23798,1.02,5171,Premium
23799,1.12,3945,Ideal
23800,0.51,2087,Premium
23801,0.75,2698,Premium
23802,0.56,1698,Premium
23803,0.7,2558,Very Good
23804,1.01,5182,Ideal
23805,0.55,1348,Premium
23806,0.33,768,Ideal
23807,0.35,526,Very Good
23808,1.04,3780,Very Good
23809,1.41,8758,Premium
23810,1.33,8163,Very Good
23811,0.27,470,Very Good
23812,0.71,2590,Premium
23813,0.3,844,Premium
23814,1.04,4135,Ideal
23815,0.31,663,Ideal
23816,0.7,2697,Ideal
23817,0.3,473,Premium
23818,0.32,745,Ideal
23819,0.39,1189,Ideal
23820,0.31,593,Ideal
23821,0.3,945,Premium
23822,1.02,7257,Very Good
23823,0.41,876,Premium
23824,0.31,907,Very Good
23825,1.14,5650,Ideal
23826,0.56,2026,Ideal
23827,0.35,798,Premium
23828,0.72,2670,Premium
23829,0.34,765,Ideal
23830,1.09,4273,Premium
23831,1.02,4552,Very Good
23832,0.4,631,Premium
23833,1.1,4725,Ideal
23834,0.32,645,Ideal
23835,0.74,2984,Ideal
23836,1.51,12947,Ideal
23837,1.55,13912,Ideal
23838,0.24,559,Ideal
23839,0.73,1927,Premium
23840,0.71,2572,Premium
23841,1.73,15151,Premium
23842,1.24,5694,Premium
23843,1.03,5241,Very Good
23844,0.3,609,Ideal
23845,1.0,6154,Premium
23846,0.51,1628,Very Good
23847,0.3,626,Ideal
23848,0.54,1111,Ideal
23849,1.51,11540,Ideal
23850,1.01,7862,Premium
23851,2.05,15949,Very Good
23852,0.32,1140,Ideal
23853,0.31,489,Very Good
23854,0.72,2919,Very Good
23855,1.31,8767,Premium
23856,0.31,802,Premium
23857,0.31,573,Premium
23858,0.4,1005,Very Good
23859,0.38,800,Ideal
23860,0.4,770,Very Good
23861,1.5,13333,Premium
23862,1.08,4173,Premium
23863,1.07,7748,Ideal
23864,1.5,8081,Very Good
23865,1.1,6653,Premium
23866,0.71,2365,Ideal
23867,0.51,1036,Premium
23868,0.31,558,Ideal
23869,1.04,6906,Premium
23870,0.24,432,Ideal
23871,1.03,4362,Premium
23872,0.41,923,Premium
23873,0.61,2192,Premium
23874,0.31,642,Ideal
23875,0.34,1084,Ideal
23876,0.32,926,Ideal
23877,1.19,5747,Premium
23878,1.51,7441,Premium
23879,1.01,5430,Good
23880,0.35,767,Ideal
23881,1.01,6271,Premium
23882,1.23,10572,Ideal
23883,2.03,12677,Ideal
23884,2.0,15218,Ideal
23885,2.01,16086,Fair
23886,0.55,1668,Ideal
23887,2.45,16589,Ideal
23888,0.84,2544,Very Good
23889,0.64,2063,Fair
23890,1.2,2622,Fair
23891,0.81,2482,Ideal
23892,1.2,7294,Ideal
23893,0.25,740,Ideal
23894,0.5,1167,Very Good
23895,1.19,4332,Premium
23896,0.32,648,Ideal
23897,0.71,3518,Ideal
23898,2.0,13542,Very Good
23899,0.3,1085,Premium
23900,1.0,4469,Premium
23901,0.72,2784,Very Good
23902,1.06,4547,Ideal
23903,1.2,9744,Ideal
23904,1.5,11863,Very Good
23905,1.01,5126,Ideal
23906,0.32,547,Ideal
23907,1.29,6588,Premium
23908,0.31,625,Very Good
23909,1.0,4568,Good
23910,0.32,696,Ideal
23911,0.59,1431,Ideal
23912,0.91,2956,Very Good
23913,0.44,1107,Ideal
23914,1.15,6106,Ideal
23915,1.02,5367,Ideal
23916,0.32,756,Ideal
23917,1.01,6412,Premium
23918,0.34,880,Premium
23919,1.06,5817,Premium
23920,1.23,8293,Premium
23921,1.52,9576,Premium
23922,1.13,11387,Ideal
23923,0.51,1349,Premium
23924,0.3,658,Ideal
23925,0.9,2934,Good
23926,1.13,4932,Ideal
23927,0.31,557,Ideal
23928,0.53,1255,Ideal
23929,0.33,723,Ideal
23930,0.72,3478,Ideal
23931,1.29,6116,Premium
23932,1.01,5497,Ideal
23933,0.5,1429,Good
23934,2.03,14548,Ideal
23935,0.41,876,Premium
23936,0.33,631,Ideal
23937,0.32,1008,Ideal
23938,1.2,8990,Good
23939,1.01,4912,Very Good
23940,0.39,684,Very Good
23941,1.54,9600,Ideal
23942,0.76,3192,Ideal
23943,0.31,523,Premium
23944,0.72,3417,Ideal
23945,0.64,1816,Premium
23946,0.56,2510,Ideal
23947,1.2,5853,Very Good
23948,0.29,815,Ideal
23949,1.0,4452,Premium
23950,0.58,1656,Very Good
23951,2.01,17068,Ideal
23952,1.51,8444,Very Good
23953,1.03,4603,Ideal
23954,0.25,576,Very Good
23955,1.59,7943,Ideal
23956,0.77,3031,Fair
23957,0.41,705,Very Good
23958,0.7,2536,Premium
23959,0.58,1569,Ideal
23960,0.32,828,Premium
23961,0.33,939,Ideal
23962,0.55,1221,Ideal
23963,0.62,2655,Ideal
23964,1.04,11382,Premium
23965,1.3,11073,Ideal
23966,0.91,6652,Ideal
23967,1.09,3549,Ideal
23968,0.7,2527,Premium
23969,1.57,7755,Premium
23970,1.02,4855,Ideal
23971,0.5,1649,Ideal
23972,1.58,8620,Very Good
23973,0.39,939,Ideal
23974,1.57,7976,Premium
23975,0.71,3701,Ideal
23976,0.3,506,Premium
23977,0.55,1316,Premium
23978,0.32,808,Ideal
23979,0.71,3431,Ideal
23980,0.33,1002,Premium
23981,1.09,3443,Fair
23982,0.54,1937,Ideal
23983,2.03,18458,Ideal
23984,0.51,2730,Ideal
23985,1.01,5954,Good
23986,1.62,16790,Ideal
23987,0.34,723,Ideal
23988,0.9,3950,Very Good
23989,0.9,3074,Good
23990,1.06,4900,Very Good
23991,1.05,4866,Ideal
23992,1.12,5392,Ideal
23993,0.45,1548,Premium
23994,0.9,4259,Premium
23995,0.4,842,Premium
23996,1.21,6505,Premium
23997,1.02,4796,Good
23998,0.43,792,Ideal
23999,0.56,1723,Ideal
24000,1.23,6199,Ideal
24001,1.5,12196,Premium
24002,1.06,7790,Ideal
24003,0.3,658,Very Good
24004,0.34,913,Ideal
24005,0.7,2726,Very Good
24006,0.36,789,Very Good
24007,0.3,776,Ideal
24008,0.3,684,Very Good
24009,2.09,17051,Ideal
24010,1.5,13820,Ideal
24011,0.43,807,Ideal
24012,0.72,2001,Very Good
24013,0.7,2020,Premium
24014,0.75,1923,Ideal
24015,0.4,651,Ideal
24016,1.01,2846,Good
24017,0.78,3105,Ideal
24018,0.9,3704,Premium
24019,1.01,7665,Ideal
24020,0.36,1080,Ideal
24021,1.05,7247,Ideal
24022,0.3,878,Premium
24023,1.29,5664,Premium
24024,0.52,1619,Premium
24025,0.53,1093,Ideal
24026,0.24,538,Very Good
24027,1.02,4884,Premium
24028,0.5,1337,Very Good
24029,0.41,1076,Premium
24030,1.05,5821,Premium
24031,1.5,12526,Very Good
24032,0.32,929,Ideal
24033,0.7,2222,Premium
24034,2.15,17221,Premium
24035,0.32,594,Very Good
24036,1.5,10080,Fair
24037,0.63,3351,Ideal
24038,1.06,6890,Ideal
24039,1.19,7152,Very Good
24040,0.4,867,Ideal
24041,0.51,1602,Fair
24042,0.55,1975,Premium
24043,0.62,2131,Good
24044,0.5,1637,Very Good
24045,2.29,17666,Premium
24046,0.29,541,Very Good
24047,0.3,491,Ideal
24048,0.55,1928,Ideal
24049,0.31,846,Good
24050,0.4,1059,Ideal
24051,1.03,6543,Good
24052,0.56,1144,Very Good
24053,1.02,7738,Very Good
24054,0.76,2316,Very Good
24055,1.5,11795,Good
24056,0.9,3326,Premium
24057,0.3,407,Very Good
24058,0.4,988,Ideal
24059,0.3,447,Premium
24060,1.02,4912,Premium
24061,0.24,442,Ideal
24062,0.37,746,Premium
24063,0.32,540,Good
24064,0.9,4780,Very Good
24065,1.5,9450,Premium
24066,1.05,3672,Premium
24067,0.34,689,Premium
24068,1.32,8728,Ideal
24069,0.57,1558,Ideal
24070,1.7,6397,Ideal
24071,1.07,8202,Ideal
24072,0.76,3833,Very Good
24073,0.4,873,Ideal
24074,0.72,2976,Ideal
24075,1.23,6233,Very Good
24076,0.3,709,Ideal
24077,1.33,7204,Premium
24078,1.54,9562,Ideal
24079,0.7,2263,Very Good
24080,0.57,1648,Very Good
24081,0.41,758,Good
24082,0.31,698,Ideal
24083,1.07,7909,Premium
24084,0.3,473,Very Good
24085,0.5,2236,Ideal
24086,0.71,3053,Ideal
24087,0.58,1388,Good
24088,0.38,929,Ideal
24089,0.27,627,Ideal
24090,0.83,3984,Very Good
24091,1.0,2035,Fair
24092,0.59,1437,Ideal
24093,1.01,6221,Premium
24094,1.51,12068,Premium
24095,0.9,4286,Very Good
24096,0.43,976,Very Good
24097,0.3,457,Ideal
24098,1.11,3978,Premium
24099,0.71,2515,Very Good
24100,1.11,5938,Ideal
24101,0.52,1214,Ideal
24102,1.0,5096,Good
24103,1.35,5167,Premium
24104,0.87,4012,Ideal
24105,1.05,12315,Ideal
24106,1.3,7985,Very Good
24107,0.52,1689,Very Good
24108,0.5,1197,Very Good
24109,2.01,12423,Premium
24110,0.54,1359,Ideal
24111,0.3,491,Ideal
24112,1.25,6661,Ideal
24113,0.26,453,Very Good
24114,0.74,1865,Good
24115,0.35,1030,Ideal
24116,0.4,972,Very Good
24117,1.24,8797,Ideal
24118,1.01,5702,Ideal
24119,1.0,3640,Premium
24120,0.51,2075,Ideal
24121,0.32,837,Ideal
24122,1.17,6419,Ideal
24123,0.77,3980,Ideal
24124,0.91,4642,Ideal
24125,1.12,6110,Ideal
24126,0.4,982,Very Good
24127,0.84,3086,Premium
24128,1.02,7311,Premium
24129,1.53,15505,Ideal
24130,1.39,7848,Premium
24131,0.87,2851,Very Good
24132,1.01,4102,Fair
24133,1.12,4084,Premium
24134,0.91,4201,Premium
24135,0.57,1000,Very Good
24136,0.3,710,Ideal
24137,1.08,5927,Good
24138,1.21,6640,Premium
24139,0.46,807,Ideal
24140,1.2,7372,Very Good
24141,0.33,1389,Ideal
24142,0.5,1244,Ideal
24143,0.74,2131,Premium
24144,0.3,658,Ideal
24145,0.23,505,Very Good
24146,0.89,3238,Very Good
24147,0.45,1358,Ideal
24148,1.13,3729,Ideal
24149,0.9,3689,Fair
24150,0.32,758,Ideal
24151,0.32,756,Very Good
24152,1.5,8988,Premium
24153,0.72,2405,Premium
24154,0.54,1248,Very Good
24155,0.5,1703,Very Good
24156,1.11,4212,Premium
24157,0.32,929,Ideal
24158,0.26,578,Ideal
24159,1.01,4194,Very Good
24160,1.01,4830,Very Good
24161,0.71,2686,Ideal
24162,0.38,751,Ideal
24163,1.2,5376,Premium
24164,1.01,5475,Fair
24165,1.28,5888,Ideal
24166,2.06,16603,Very Good
24167,0.42,838,Premium
24168,1.01,4185,Very Good
24169,0.59,2625,Ideal
24170,0.4,1152,Ideal
24171,0.33,604,Ideal
24172,0.33,1040,Ideal
24173,0.36,663,Good
24174,0.72,2795,Premium
24175,1.0,4081,Good
24176,0.33,893,Ideal
24177,2.01,12829,Premium
24178,1.03,7718,Premium
24179,0.8,3273,Good
24180,0.33,666,Premium
24181,1.53,13994,Ideal
24182,1.5,7140,Premium
24183,0.55,1692,Ideal
24184,0.91,4720,Very Good
24185,0.6,2263,Ideal
24186,0.3,764,Ideal
24187,0.41,827,Premium
24188,0.56,1743,Ideal
24189,0.34,626,Premium
24190,0.31,436,Ideal
24191,0.27,470,Very Good
24192,0.54,2307,Ideal
24193,0.7,2437,Ideal
24194,0.32,657,Good
24195,0.33,754,Ideal
24196,0.77,2856,Premium
24197,0.57,1397,Ideal
24198,0.4,810,Very Good
24199,0.62,3310,Ideal
24200,1.5,11325,Very Good
24201,0.33,713,Ideal
24202,0.42,938,Ideal
24203,0.9,2817,Ideal
24204,1.58,11610,Ideal
24205,0.3,491,Ideal
24206,0.32,648,Ideal
24207,0.38,975,Very Good
24208,0.33,692,Ideal
24209,1.7,7464,Good
24210,0.51,1195,Premium
24211,0.71,2909,Ideal
24212,0.51,1687,Ideal
24213,0.59,2214,Very Good
24214,0.31,446,Ideal
24215,0.59,2611,Very Good
24216,0.7,2400,Very Good
24217,0.4,1125,Ideal
24218,1.08,11166,Ideal
24219,1.59,10996,Premium
24220,1.01,7465,Ideal
24221,1.04,6177,Ideal
24222,1.73,14479,Good
24223,0.31,924,Ideal
24224,2.26,12831,Ideal
24225,0.3,506,Premium
24226,0.78,3864,Ideal
24227,0.64,1901,Premium
24228,0.51,1376,Good
24229,1.32,6520,Premium
24230,0.4,981,Good
24231,0.33,730,Ideal
24232,1.5,10962,Very Good
24233,1.0,5413,Very Good
24234,1.19,5595,Very Good
24235,1.15,6313,Ideal
24236,1.14,4890,Very Good
24237,0.3,394,Good
24238,0.71,2308,Ideal
24239,0.59,1789,Ideal
24240,0.34,686,Very Good
24241,1.19,6662,Ideal
24242,0.33,743,Ideal
24243,1.0,5020,Very Good
24244,1.01,5543,Ideal
24245,0.31,789,Ideal
24246,0.82,2140,Good
24247,0.71,1942,Very Good
24248,0.33,761,Ideal
24249,0.35,798,Very Good
24250,0.6,1385,Premium
24251,1.01,5158,Ideal
24252,1.25,4018,Premium
24253,0.51,1909,Ideal
24254,0.4,1397,Premium
24255,1.53,11229,Ideal
24256,1.03,4848,Very Good
24257,0.37,957,Premium
24258,0.56,1654,Premium
24259,0.32,644,Very Good
24260,0.34,939,Very Good
24261,1.01,4434,Very Good
24262,1.06,5459,Ideal
24263,0.35,706,Ideal
24264,0.75,2659,Ideal
24265,0.91,9636,Ideal
24266,0.54,1112,Good
24267,0.38,532,Ideal
24268,1.02,5217,Premium
24269,1.0,2856,Fair
24270,1.51,7145,Premium
24271,2.31,17218,Premium
24272,1.27,3665,Very Good
24273,1.02,3927,Very Good
24274,0.71,2325,Ideal
24275,0.28,452,Very Good
24276,0.34,689,Premium
24277,0.41,1013,Ideal
24278,1.05,12273,Ideal
24279,1.5,9996,Very Good
24280,0.34,952,Ideal
24281,0.7,2633,Good
24282,1.07,6049,Ideal
24283,0.75,1859,Very Good
24284,1.52,9948,Ideal
24285,0.37,811,Ideal
24286,0.4,924,Very Good
24287,0.32,702,Ideal
24288,0.37,971,Premium
24289,0.79,2793,Very Good
24290,0.52,1326,Very Good
24291,0.32,432,Premium
24292,2.0,9193,Good
24293,0.53,2743,Premium
24294,0.53,1236,Ideal
24295,0.43,948,Good
24296,1.51,7384,Good
24297,1.34,10255,Ideal
24298,0.65,1862,Ideal
24299,0.9,4229,Premium
24300,1.5,7300,Fair
24301,0.41,619,Very Good
24302,0.3,895,Very Good
24303,0.34,725,Very Good
24304,0.36,608,Premium
24305,0.91,3610,Good
24306,0.32,814,Ideal
24307,1.23,11534,Premium
24308,0.54,1235,Ideal
24309,0.5,1845,Premium
24310,0.49,1198,Very Good
24311,0.59,1286,Very Good
24312,0.9,4234,Premium
24313,1.21,6397,Fair
24314,2.01,18507,Very Good
24315,0.9,4059,Very Good
24316,1.03,4764,Premium
24317,0.33,772,Very Good
24318,0.72,1944,Premium
24319,0.73,2197,Premium
24320,1.07,4119,Premium
24321,0.7,1792,Very Good
24322,0.3,475,Ideal
24323,1.74,4677,Very Good
24324,0.3,853,Ideal
24325,0.3,844,Premium
24326,0.23,513,Premium
24327,0.7,3360,Ideal
24328,0.7,2394,Good
24329,1.2,5142,Very Good
24330,0.51,1562,Very Good
24331,0.73,3140,Ideal
24332,1.03,5595,Ideal
24333,0.32,990,Premium
24334,0.5,1332,Ideal
24335,1.11,3205,Premium
24336,0.94,3125,Good
24337,0.37,624,Premium
24338,1.07,7190,Ideal
24339,0.24,552,Very Good
24340,0.31,628,Ideal
24341,0.38,658,Premium
24342,0.9,3398,Premium
24343,1.1,5769,Very Good
24344,0.71,2633,Premium
24345,0.24,478,Very Good
24346,0.73,2101,Ideal
24347,1.01,5090,Premium
24348,0.4,737,Premium
24349,0.55,1916,Ideal
24350,1.19,7328,Ideal
24351,0.34,985,Ideal
24352,1.08,5516,Very Good
24353,1.54,16316,Ideal
24354,1.53,10076,Very Good
24355,1.03,7511,Very Good
24356,0.3,709,Premium
24357,0.4,737,Good
24358,1.0,3906,Very Good
24359,0.4,690,Very Good
24360,0.39,790,Very Good
24361,0.5,1758,Very Good
24362,0.56,1698,Ideal
24363,0.35,614,Ideal
24364,0.61,1668,Good
24365,0.32,523,Ideal
24366,1.01,6271,Very Good
24367,0.7,2476,Very Good
24368,0.55,1556,Ideal
24369,0.75,2278,Ideal
24370,0.75,3120,Ideal
24371,1.13,6563,Ideal
24372,0.35,1063,Ideal
24373,1.08,5357,Ideal
24374,0.59,1820,Ideal
24375,1.04,9254,Very Good
24376,1.01,4853,Good
24377,0.7,2088,Very Good
24378,1.01,5006,Ideal
24379,0.32,828,Ideal
24380,1.53,9562,Ideal
24381,0.71,4325,Ideal
24382,0.31,766,Ideal
24383,0.3,605,Ideal
24384,0.55,2331,Premium
24385,0.38,865,Ideal
24386,0.35,767,Premium
24387,0.3,526,Ideal
24388,0.9,3720,Premium
24389,1.24,9738,Premium
24390,1.05,9843,Ideal
24391,0.9,3669,Good
24392,1.02,5232,Very Good
24393,2.0,13552,Premium
24394,0.31,734,Ideal
24395,0.52,1919,Premium
24396,0.55,2129,Ideal
24397,0.91,3573,Very Good
24398,0.5,1178,Ideal
24399,0.5,1580,Very Good
24400,0.27,682,Very Good
24401,0.28,481,Ideal
24402,0.5,1768,Ideal
24403,0.53,1727,Premium
24404,0.51,3197,Ideal
24405,0.76,3183,Ideal
24406,0.55,1692,Very Good
24407,1.58,9037,Very Good
24408,0.76,2599,Very Good
24409,1.04,6206,Premium
24410,0.58,2041,Ideal
24411,0.51,1818,Premium
24412,0.7,3419,Ideal
24413,0.7,2106,Very Good
24414,1.7,13417,Premium
24415,1.21,4926,Fair
24416,1.02,4798,Ideal
24417,0.31,942,Premium
24418,1.51,11666,Premium
24419,0.3,878,Ideal
24420,1.05,6803,Very Good
24421,1.5,7187,Premium
24422,1.3,6931,Premium
24423,1.14,4702,Good
24424,1.06,8954,Ideal
24425,0.58,2551,Ideal
24426,0.81,3042,Good
24427,0.7,2313,Good
24428,0.32,730,Premium
24429,0.27,445,Very Good
24430,1.2,9935,Ideal
24431,1.11,4084,Very Good
24432,0.53,1625,Good
24433,0.33,880,Ideal
24434,1.13,4176,Fair
24435,2.0,9475,Very Good
24436,0.32,591,Very Good
24437,0.51,1839,Ideal
24438,0.9,3770,Very Good
24439,0.54,1644,Ideal
24440,1.14,11226,Ideal
24441,1.08,4685,Very Good
24442,1.0,5863,Good
24443,0.29,609,Very Good
24444,1.5,7715,Premium
24445,2.01,18188,Premium
24446,0.71,2262,Ideal
24447,0.81,2673,Ideal
24448,0.8,2227,Premium
24449,0.57,1214,Good
24450,0.56,1745,Ideal
24451,1.21,4269,Good
24452,0.61,1423,Good
24453,0.41,1151,Ideal
24454,0.4,765,Ideal
24455,0.45,756,Fair
24456,0.31,685,Ideal
24457,1.0,5723,Premium
24458,2.08,17258,Premium
24459,0.51,2093,Ideal
24460,1.7,8743,Ideal
24461,1.07,8393,Ideal
24462,0.5,1795,Good
24463,0.5,1569,Ideal
24464,1.02,5424,Very Good
24465,2.16,18342,Ideal
24466,0.32,730,Ideal
24467,2.22,5607,Fair
24468,0.71,2401,Fair
24469,0.42,898,Ideal
24470,1.02,6416,Premium
24471,0.52,2092,Very Good
24472,1.01,8647,Ideal
24473,0.5,1752,Very Good
24474,2.39,16791,Very Good
24475,1.14,5146,Ideal
24476,1.01,5701,Very Good
24477,0.24,499,Good
24478,0.36,1056,Ideal
24479,0.51,1119,Good
24480,2.02,14574,Premium
24481,0.92,5989,Ideal
24482,0.71,2594,Ideal
24483,0.73,2919,Ideal
24484,0.7,2253,Good
24485,0.26,769,Ideal
24486,0.41,1230,Ideal
24487,1.0,3998,Premium
24488,0.31,544,Very Good
24489,0.9,4924,Ideal
24490,1.09,5384,Premium
24491,1.22,7059,Premium
24492,1.25,8789,Ideal
24493,0.32,449,Ideal
24494,0.57,1383,Fair
24495,2.0,15897,Premium
24496,0.36,770,Ideal
24497,0.31,557,Ideal
24498,0.32,653,Ideal
24499,0.32,676,Very Good
24500,1.2,5376,Ideal
24501,0.3,764,Ideal
24502,0.36,619,Very Good
24503,0.34,574,Premium
24504,1.03,5356,Ideal
24505,0.35,798,Ideal
24506,0.91,3845,Premium
24507,0.9,4795,Very Good
24508,0.66,1708,Premium
24509,0.54,2202,Ideal
24510,1.01,10852,Ideal
24511,0.7,3145,Ideal
24512,0.29,504,Very Good
24513,0.54,2123,Very Good
24514,0.4,622,Good
24515,0.41,827,Very Good
24516,1.01,4166,Premium
24517,0.7,1999,Very Good
24518,1.0,6989,Premium
24519,0.38,815,Premium
24520,0.5,1617,Ideal
24521,2.11,18071,Very Good
24522,0.32,828,Ideal
24523,0.4,1013,Good
24524,1.58,4459,Premium
24525,0.7,2056,Ideal
24526,1.02,5350,Fair
24527,1.0,4321,Very Good
24528,0.4,1080,Premium
24529,1.0,3858,Good
24530,1.18,9304,Premium
24531,0.58,1666,Ideal
24532,0.81,3314,Very Good
24533,0.82,2165,Ideal
24534,1.5,8044,Fair
24535,0.52,1835,Premium
24536,1.2,8545,Ideal
24537,1.02,4678,Very Good
24538,1.05,3816,Fair
24539,0.3,911,Ideal
24540,0.55,2020,Ideal
24541,0.36,932,Ideal
24542,1.01,4127,Fair
24543,0.31,779,Ideal
24544,1.01,7278,Very Good
24545,1.01,7451,Very Good
24546,0.31,435,Premium
24547,0.52,1554,Very Good
24548,0.31,435,Premium
24549,1.89,15594,Very Good
24550,0.5,1758,Premium
24551,1.5,10907,Ideal
24552,0.39,734,Ideal
24553,1.7,8758,Ideal
24554,0.42,810,Premium
24555,0.5,1415,Premium
24556,1.51,9069,Ideal
24557,1.01,4270,Very Good
24558,0.51,1438,Very Good
24559,0.72,2440,Ideal
24560,1.07,4278,Premium
24561,1.12,4712,Ideal
24562,0.79,2959,Premium
24563,0.75,2821,Ideal
24564,1.14,5053,Very Good
24565,0.76,3257,Ideal
24566,0.54,2289,Ideal
24567,1.06,7695,Very Good
24568,0.24,552,Very Good
24569,0.57,2052,Premium
24570,1.17,4826,Very Good
24571,0.91,4523,Good
24572,0.9,2376,Fair
24573,0.71,2342,Ideal
24574,1.01,4355,Very Good
24575,0.42,1221,Premium
24576,0.31,698,Premium
24577,0.91,3975,Premium
24578,0.29,555,Ideal
24579,1.01,5055,Very Good
24580,0.71,2630,Very Good
24581,0.54,1962,Ideal
24582,1.01,4242,Premium
24583,1.2,6494,Premium
24584,1.04,7653,Very Good
24585,0.53,2291,Ideal
24586,1.53,8058,Premium
24587,0.5,1648,Ideal
24588,0.31,734,Ideal
24589,0.32,449,Ideal
24590,0.41,1349,Premium
24591,0.33,1174,Ideal
24592,1.26,6186,Ideal
24593,0.33,445,Ideal
24594,1.22,6354,Premium
24595,0.41,1079,Ideal
24596,0.71,3035,Ideal
24597,0.41,1085,Ideal
24598,1.01,3981,Premium
24599,1.03,8385,Ideal
24600,2.23,12655,Very Good
24601,0.33,752,Ideal
24602,0.51,2346,Premium
24603,2.0,17724,Very Good
24604,1.1,6387,Premium
24605,0.92,4037,Very Good
24606,0.58,1949,Premium
24607,1.23,8970,Ideal
24608,0.7,2475,Premium
24609,1.02,4724,Ideal
24610,0.56,1864,Premium
24611,0.32,773,Premium
24612,0.92,3170,Very Good
24613,1.24,8907,Very Good
24614,0.33,666,Ideal
24615,2.03,10879,Premium
24616,1.52,11516,Premium
24617,0.53,1561,Very Good
24618,0.91,6444,Ideal
24619,1.05,4618,Premium
24620,0.45,978,Ideal
24621,0.52,1056,Good
24622,1.01,4642,Very Good
24623,1.2,5451,Very Good
24624,1.01,4072,Premium
24625,0.32,449,Very Good
24626,1.57,10209,Ideal
24627,0.46,1163,Very Good
24628,2.51,15324,Ideal
24629,0.5,1614,Ideal
24630,0.71,3096,Very Good
24631,0.5,1559,Very Good
24632,0.38,1073,Ideal
24633,0.73,2164,Ideal
24634,0.5,2052,Premium
24635,0.33,939,Ideal
24636,0.62,1942,Premium
24637,0.5,1624,Very Good
24638,0.81,3404,Ideal
24639,0.53,1818,Ideal
24640,0.31,625,Very Good
24641,0.71,2686,Ideal
24642,0.77,2184,Fair
24643,1.01,3388,Ideal
24644,0.95,3214,Good
24645,0.81,3446,Ideal
24646,0.76,2789,Premium
24647,0.91,4464,Good
24648,0.65,2406,Good
24649,2.01,12814,Ideal
24650,1.26,9032,Ideal
24651,0.55,1668,Ideal
24652,1.11,6088,Good
24653,0.54,1662,Very Good
24654,1.06,5535,Premium
24655,0.4,945,Premium
24656,0.77,3040,Very Good
24657,1.56,7583,Very Good
24658,0.32,918,Ideal
24659,0.25,633,Very Good
24660,0.63,1905,Premium
24661,0.7,2479,Premium
24662,1.06,5889,Premium
24663,0.4,655,Good
24664,0.41,1356,Ideal
24665,0.4,639,Ideal
24666,1.2,9032,Ideal
24667,0.26,394,Ideal
24668,0.52,1226,Ideal
24669,1.01,6366,Fair
24670,0.37,533,Good
24671,1.13,6133,Ideal
24672,0.71,2368,Ideal
24673,1.0,5027,Fair
24674,0.7,2058,Very Good
24675,1.21,8774,Premium
24676,1.11,5221,Good
24677,0.57,1244,Ideal
24678,0.71,3080,Ideal
24679,0.31,593,Ideal
24680,1.01,3309,Very Good
24681,0.31,578,Very Good
24682,0.42,1326,Ideal
24683,0.5,1188,Very Good
24684,0.4,1075,Very Good
24685,0.33,891,Premium
24686,0.52,2598,Ideal
24687,0.55,1894,Premium
24688,1.6,12343,Premium
24689,1.05,5361,Ideal
24690,0.7,2127,Good
24691,1.01,6707,Premium
24692,1.0,10752,Fair
24693,1.29,10807,Ideal
24694,1.51,7585,Very Good
24695,1.1,6951,Very Good
24696,1.07,5302,Ideal
24697,0.74,2042,Very Good
24698,0.38,969,Ideal
24699,1.03,3149,Good
24700,1.27,7219,Ideal
24701,1.19,5644,Very Good
24702,0.57,1292,Ideal
24703,1.21,10295,Ideal
24704,1.02,5666,Ideal
24705,1.01,3777,Ideal
24706,0.59,1993,Very Good
24707,0.92,3941,Ideal
24708,0.32,421,Good
24709,0.4,786,Good
24710,0.72,3759,Ideal
24711,0.4,882,Very Good
24712,0.57,2008,Very Good
24713,0.31,571,Good
24714,0.34,687,Ideal
24715,1.5,14071,Premium
24716,0.41,827,Ideal
